Category B Theory test revision question bank February 2025,,,,,,,,,,,,,,,,,,,,,,
Item,Topic,Answer,Stem,Mark Answer,OptionA,OptionB,OptionC,OptionD,Expl text,List Amendments,NI Exempt,Stem.gif,A.gif,B.gif,C.gif,D.gif,Stem HiRes,A HiRes,B HiRes,C HiRes,D HiRes,Cat B Book XRefs
AB2579,Road and traffic signs ,B,What should you do when you see this sign at a crossroads?,Mark one answer,Maintain the same speed,Carry on with great care,Find another route,Telephone the police,"When traffic lights are out of order, treat the junction as an unmarked crossroads. Be very careful and be prepared to stop; no-one has priority.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS",,AB2579n1.gif,,,,,Out_of_order_tlights.eps,,,,,"?DES s6, HC p128, KYTS p161"
AB2591,Road and traffic signs ,D,What does this sign mean?,Mark one answer,Motorcycles only,No cars,Cars only,No motorcycles,You must comply with all traffic signs and be especially aware of those signs that apply specifically to the type of vehicle you're using. ,09/02/2016:  AB and BB Items edited by TSO for style,,AB2591.gif,,,,,TS4671.eps,,,,,"?DES s6, KYTS p17"
AB2592,Road and traffic signs ,C,You're on a motorway. A lorry has stopped in the right-hand lane. What should you do when you see this sign on the lorry?,Mark one answer,Move into the right-hand lane,Stop behind the flashing lights,Pass the lorry on the left,Leave the motorway at the next exit,"Sometimes work is carried out on the motorway without closing the lanes. When this happens, signs are mounted on the back of lorries to warn other road users of the roadworks ahead. ","29/01/2016:  Continuation question re-written for accessibility
23/11/2023:  Updates to cross references after new KYTS",,AB2592.gif,,,,,TS4058.eps,,,,,"?DES s6, HC p133, KYTS p157"
AB2623,Road and traffic signs ,B,You're on a motorway. What should you do if there's a red cross showing on the signs above your lane only?,Mark one answer,Continue in that lane and look for further information,Do not continue in that lane,Pull onto the hard shoulder,Stop and wait for an instruction to proceed,A red cross above your lane shows that your lane is closed. You should move into another lane as soon as you can do so safely.,"09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS
26/9/2024:  Remove negative contraction",,,,,,,,,,,,"?DES s6, HC p122, KYTS p104"
AB2634,Road and traffic signs ,C,When may you sound your vehicle's horn?,Mark one answer,To give you right of way,To attract a friend’s attention,To warn others of your presence,To make slower drivers move over,"Never sound your vehicle's horn aggressively. You must not sound it in a built-up area between 11.30 pm and 7.00 am, or when you're stationary, unless another road user poses a danger. Do not scare animals by sounding your horn.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
24/1/2020:  Expl text amended to make it better for both car and motorcycle tests.
26/9/2024:  Remove negative contractions",,,,,,,,,,,,"?DES s6, HC r112"
AB2635,Road and traffic signs ,A,Your vehicle is stationary. When may you use its horn?,Mark one answer,When another road user poses a danger,When the road is blocked by queuing traffic,When it's used only briefly,When signalling that you've just arrived,"When your vehicle is stationary, only sound the horn if you think there's a risk of danger from another road user. Do not use it just to attract someone's attention. This causes unnecessary noise and could be misleading.","29/01/2016:  Continuation question re-written for accessibility
26/9/2024:  Remove negative contraction",,,,,,,,,,,,"?DES s6, HC r112"
AB2670,Road and traffic signs ,B,What does this sign mean?,Mark one answer,You can park on the days and times shown,No parking on the days and times shown,No parking at all from Monday to Friday,End of the urban clearway restrictions,"Urban clearways are provided to keep traffic flowing at busy times. You may stop only briefly to set down or pick up passengers. Times of operation will vary from place to place, so always check the signs.","09/02/2016:  AB and BB Items edited by TSO for style
23/11/2023:  Updates to cross references after new KYTS",,AB2670.gif,,,,,TS4692.eps,,,,,"?DES s6, HC p127, KYTS p65"
AB2671,Road and traffic signs ,A,What does this sign mean?,Mark one answer,Quayside or river bank,Steep hill downwards,Uneven road surface,Road liable to flooding,"You should be careful in these locations, as the road surface is likely to be wet and slippery. There may be a steep drop to the water, and there may not be a barrier along the edge of the road.",09/02/2016:  AB and BB Items edited by TSO for style,,AB2671.gif,,,,,TS4652.eps,,,,,"?DES s6, HC p129, KYTS p12"
AB2674,Road and traffic signs ,C,Which sign means you have priority over oncoming vehicles?,Mark one answer,,,,,"Even though you have priority, be prepared to give way if other drivers do not. This will help to avoid congestion, confrontation or even a collision.","02/06/2016:  AB Items in Mc QB following 2016 review
26/9/2019:  Reinstated in the car bank. This is an AB item that was removed from the car bank but retained in the mc bank. It is now appropriate to add it back the car bank. 
23/11/2023:  Updates to cross references after new KYTS
26/9/2024:  Remove negative contraction",,,AB2674a.gif,AB2674b.gif,AB2674c.gif,AB2674d.gif,,TS4057.eps,TS4509.eps,TS4699.eps,TS4666.eps,"?DES s6, HC p133, KYTS p86"
AB2676,Road and traffic signs ,B,What do the long white lines along the centre of the road mean?,Mark one answer,Bus lane,Hazard warning,Give way,Lane marking,"The centre of the road is usually marked by a broken white line, with lines that are shorter than the gaps. When the lines become longer than the gaps, this is a hazard warning line. Look well ahead for these, especially when you're planning to overtake or turn off.","29/01/2016:  Continuation question re-written for accessibility
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS",,AB2676n1.gif,,,,,IMG_4674.jpg,,,,,"?DES s6, HC r127, p134, KYTS p74"
AB2681,Road and traffic signs ,A,What's the reason for the hatched area along the centre of this road?,Mark one answer,It separates traffic flowing in opposite directions,It marks an area to be used by overtaking motorcyclists,It's a temporary marking to warn of the roadworks,It separates the two sides of the dual carriageway,"Areas of 'hatched markings' such as these separate traffic streams that could be a danger to each other. They're often seen on bends or where the road becomes narrow. If the area is bordered by a solid white line, you must not enter it except in an emergency.","09/02/2016:  AB and BB Items edited by TSO for style
9/3/2017:  Picture changed following complaint from customer that they thought the road looked like a dual carriageway - and this affected the answer they chose. Stem also changed to avoid confusion - red colour has no meaning of itself.
23/11/2023:  Updates to cross references after new KYTS
26/9/2024:  Remove negative contraction",,AB2681n1.gif,,,,,IMG_1165.jpg,,,,,"?DES s6, HC r130, p134, KYTS p76"
AB2693,Road and traffic signs ,C,Other drivers may sometimes flash their headlights at you. What's the official meaning of this signal?,Mark one answer,There's a radar speed trap ahead,They're giving way to you,They're warning you of their presence,There's a fault with your vehicle,"If other drivers flash their headlights, this is not a signal to show priority. The flashing of headlights has the same meaning as sounding the horn: it’s a warning of their presence.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
26/9/2024:  Remove negative contraction",,,,,,,,,,,,"?DES s6, HC r110"
AB2738,Road and traffic signs ,B,What does this signal mean?,Mark one answer,Cars must stop,Trams must stop,Both trams and cars must stop,Both trams and cars can continue,"The white light shows that trams must stop. The green light shows that other vehicles can go if the way is clear. Trams are being introduced into more cities, so you're likely to come across them and you should learn which signs apply to them.","29/01/2016:  Continuation question re-written for accessibility
23/11/2023:  Updates to cross references after new KYTS",,AB2738.gif,,,,,TS4072.eps,,,,,"?DES s6, HC p122, KYTS p34"
AB2756,Road and traffic signs ,B,Where would you find these road markings?,Mark one answer,At a railway crossing,At a mini-roundabout,On a motorway,On a pedestrian crossing,These markings show the direction in which the traffic should go at a mini-roundabout.,"30/7/2015:  Option B changed following review July 2015
23/11/2023:  Updates to cross references after new KYTS",,AB2756.gif,,,,,TS4054.eps,,,,,"?DES s6, KYTS p81-82"
AB2757,Road and traffic signs ,B,A police car is following you. What should you do if the police officer flashes the headlights and points to the left?,Mark one answer,Turn left at the next junction,Pull up on the left,Stop immediately,Move over to the left,You must pull up on the left as soon as it’s safe to do so and switch off your engine.,"09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,,,,,,,,,,,"?DES s6, HC r106"
AB2758,Road and traffic signs ,A,"You see this amber traffic light ahead. Which light, or lights, will come on next?",Mark one answer,Red alone,Red and amber together,Green and amber together,Green alone,"At junctions controlled by traffic lights, you must stop behind the white line until the lights change to green. A red light, an amber light, and red and amber lights showing together all mean stop.
You may proceed when the light is green unless your exit road is blocked or pedestrians are crossing in front of you.
If you’re approaching traffic lights that are visible from a distance and the light has been green for some time, be ready to slow down and stop, because the lights are likely to change.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS",,AB2758n1.gif,,,,,85BW0508n1.jpg,,,,,"?DES s6, HC p122, KYTS p140"
AB2760,Road and traffic signs ,A,What does it mean if you see this signal on the motorway?,Mark one answer,Leave the motorway at the next exit,All vehicles use the hard shoulder,Sharp bend to the left ahead,Stop: all lanes ahead closed,"You'll see this sign if there has been an incident ahead and the motorway is closed. You must obey the sign. Make sure that you prepare to leave in good time. 
Do not cause drivers to take avoiding action by cutting in at the last moment.","09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review
23/11/2023:  Updates to cross references after new KYTS
26/9/2024:  Remove negative contraction",,AB2760.gif,,,,,TS4026.eps,,,,,"?DES s6, HC p122, KYTS p105"
AB2762,Road and traffic signs ,B,What must you do when you see this sign?,Mark one answer,Stop only if traffic is approaching,Stop even if the road is clear,Stop only if children are waiting to cross,Stop only if a red light is showing,'Stop' signs are situated at junctions where visibility is restricted or where there's heavy traffic. They must be obeyed: you must stop. Look carefully before moving off.,"09/02/2016:  AB and BB Items edited by TSO for style
25/7/2019:  Change following 2019 review",,AB2762.gif,,,,,TS4657.eps,,,,,"?DES s6, HC p126, KYTS p16
"
AB2763,Road and traffic signs ,D,Which shape is used for a 'give way' sign?,Mark one answer,,,,,"Other warning signs are the same shape and colour, but the 'give way' triangle points downwards. When you see this sign, you must give way to traffic on the road that you're about to enter.",09/02/2016:  AB and BB Items edited by TSO for style,,,AB2763a.gif,AB2763b.gif,AB2763c.gif,AB2763d.gif,,TS4629a.eps,TS4668.eps,TS4031.eps,TS4630.eps,"?DES s6, HC p128, KYTS p9-10"
